Food_Name,Ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
Peanut Pakora,"peanut, gram flour, rice flour, green chilies",vegetarian ,15,15,spicy ,snack ,Rajasthan ,North
Peanut Peda,"peanut, milk, sugar, cardamom powder",vegetarian ,15,15,Sweet ,dessert,Uttar Pradesh,North
Peanut Rice,"Cooked rice, peanut, dried red chilies,  chana dal",vegetarian,15,15,spicy,main course,Tamil Nadu,South
Peanut Stuffed Brinjal,"Brinjal, peanut, coconut, sesame seeds",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Peanut Sundal,"peanut, grated coconut, curry leaves, green chilies",vegetarian,10,20,mild,snack,Tamil Nadu,South
Peanut Thecha,"peanut, green chilies,  cumin seeds, coriander leaves",vegetarian,10,5,spicy,side dish,Maharashtra,West
Peanut Usal,"peanut, onion, tomato,  green chilies",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Peda,"milk, sugar, cardamom powder",vegetarian,15,20,sweet,dessert,Uttar Pradesh,North
Pesara Garelu,"moong dal, green chili, ginger, cumin",vegetarian,20,15,spicy,snack,Andhra Pradesh,South
Pesarattu,"moong dal, ginger, green chili, cumin",vegetarian,20,15,savory,breakfast,Andhra Pradesh,South
Phirni,"rice, milk,  saffron, cardamom powder",vegetarian,20,35,sweet,dessert,Punjab,North
Pistachio Appam,"rice, pistachio, coconut milk",vegetarian,20,20,mild,breakfast,Kerala,South
Pistachio Chaat,"pistachio, onion, tomato, lemon",vegetarian,10,0,tangy,snack,Delhi,North
Pistachio Cham Cham,"chhena, pistachio, sugar syrup, milk",vegetarian,30,30,sweet,dessert,West Bengal,East
Pistachio Coconut Bar,"pistachio, coconut, sugar, ghee",vegetarian,15,20,sweet,dessert,Goa,West
Pistachio Date Ladoo,"pistachio, date, ghee, cardamom powder",vegetarian,15,10,sweet,dessert,Maharashtra,West
Pistachio Delight Squares,"pistachio, milk, sugar, ghee",vegetarian,20,20,sweet,dessert,Punjab,North
Pistachio Dhokla,"gram flour, pistachio, yogurt",vegetarian,20,20,savory,snack,Gujarat,West
Pistachio Dry Fruit Roll,"pistachio, date, fig, almond",vegetarian,20,10,sweet,dessert,Delhi,North
Pistachio Falooda,"pistachio, milk, falooda sev, basil seed",vegetarian,15,10,sweet,dessert,Hyderabad,South
Pistachio Festival Sweet,"pistachio, khoya, sugar, cardamom powder",vegetarian,20,20,sweet,dessert,Uttar Pradesh,North
Pistachio Fig Barfi,"pistachio, fig, sugar, ghee",vegetarian,20,20,sweet,dessert,Gujarat,West
Pistachio Firni Tart,"rice, pistachio, milk, sugar",vegetarian,20,35,sweet,dessert,Delhi,North
Pistachio Fusion Burfi,"pistachio, milk solids, sugar",vegetarian,20,20,sweet,dessert,Maharashtra,West
Pistachio Ghevar,"flour, pistachio, milk, ghee",vegetarian,30,25,sweet,dessert,Rajasthan,North
Pistachio Gujiya,"flour, pistachio, khoya, sugar, ghee",vegetarian,30,25,sweet,dessert,Uttar Pradesh,North
Pistachio Gulkand Modak,"pistachio, gulkand, coconut, jaggery",vegetarian,20,15,sweet,dessert,Maharashtra,West
Pistachio Handvo,"rice, lentil, pistachio, yogurt",vegetarian,25,40,savory,snack,Gujarat,West
Pistachio Idiyappam,"rice flour, pistachio, coconut",vegetarian,20,15,mild,breakfast,Kerala,South
Pistachio Jalebi Rabri,"jalebi, pistachio, milk, saffron",vegetarian,20,30,sweet,dessert,Rajasthan,North
Pistachio Kaju Roll,"pistachio, cashew, sugar",vegetarian,20,20,sweet,dessert,Delhi,North
Pistachio Kesar Pudding,"pistachio, milk, saffron, sugar",vegetarian,15,20,sweet,dessert,Kashmir,North
Pistachio Khoya Roll,"pistachio, khoya, sugar, cardamom powder",vegetarian,20,20,sweet,dessert,Uttar Pradesh,North
Pistachio Khubani Delight,"apricot, pistachio, cream",vegetarian,15,20,sweet,dessert,Hyderabad,South
Pistachio Makhana Delight,"fox nut, pistachio, milk, sugar",vegetarian,15,25,sweet,dessert,Uttar Pradesh,North
Pistachio Malpua,"flour, pistachio, milk, sugar syrup",vegetarian,20,25,sweet,dessert,Rajasthan,North
Pistachio Mawa Cake,"khoya, pistachio, flour, sugar",vegetarian,20,40,sweet,dessert,Maharashtra,West
Pistachio Milk Cake,"pistachio, milk, sugar, ghee",vegetarian,20,40,sweet,dessert,Haryana,North
Pistachio Mini Tart,"pistachio, milk, sugar, flour",vegetarian,20,25,sweet,dessert,Delhi,North
Pistachio Mishti Doi,"milk, pistachio, sugar, yogurt culture",vegetarian,15,30,sweet,dessert,West Bengal,East
Pistachio Mohanthal,"gram flour, pistachio, sugar, ghee",vegetarian,20,35,sweet,dessert,Gujarat,West
Pistachio Naan,"flour, pistachio, yogurt, butter",vegetarian,25,15,savory,bread,Delhi,North
Pistachio Paneer Tikka,"paneer, pistachio, yogurt, spices",vegetarian,25,20,spicy,starter,Punjab,North
Pistachio Paratha,"flour, pistachio, potato, spices",vegetarian,20,20,savory,breakfast,Punjab,North
Pistachio Patisa,"gram flour, pistachio, sugar, ghee",vegetarian,25,30,sweet,dessert,Punjab,North
Pistachio Pheni,"pheni, pistachio, milk, sugar",vegetarian,15,15,sweet,dessert,Rajasthan,North
Pistachio Rasmalai,"chhena, pistachio, milk",vegetarian,30,30,sweet,dessert,West Bengal,East
Pistachio Royal Slice,"pistachio, khoya, sugar, saffron",vegetarian,20,20,sweet,dessert,Rajasthan,North
Pistachio Sandesh,"chhena, pistachio, sugar, cardamom powder",vegetarian,20,10,sweet,dessert,West Bengal,East
Pistachio Seviyan,"vermicelli, pistachio, milk, sugar",vegetarian,15,25,sweet,dessert,Hyderabad,South
Pistachio Shrikhand,"yogurt, pistachio, cardamom powder",vegetarian,15,0,sweet,dessert,Gujarat,West
Pistachio Soan Papdi,"gram flour, pistachio, sugar, ghee",vegetarian,25,30,sweet,dessert,Uttar Pradesh,North
Pistachio Stuffed Capsicum,"capsicum, pistachio, paneer, spices",vegetarian,20,30,spicy,main course,Delhi,North
Pistachio Stuffed Dates,"date, pistachio, honey",vegetarian,10,0,sweet,dessert,Rajasthan,North
Pistachio Stuffed Kulcha,"flour, pistachio, paneer, spices",vegetarian,30,20,savory,main course,Punjab,North
Pistachio Stuffed Tomato,"tomato, pistachio, paneer, spices",vegetarian,20,25,spicy,main course,Kashmir,North
Pistachio Sutarfeni,"sutarfeni, pistachio, sugar",vegetarian,15,10,sweet,dessert,Gujarat,West
Pistachio Sweet Pongal,"rice, pistachio, jaggery, ghee",vegetarian,15,30,sweet,dessert,Tamil Nadu,South
Pistachio Sweet Samosa,"flour, pistachio, khoya, sugar",vegetarian,30,20,sweet,snack,Uttar Pradesh,North
Pistachio Treasure Bites,"pistachio, date, coconut",vegetarian,15,10,sweet,dessert,Goa,West
Pistachio Uttapam,"rice batter, pistachio, onion",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Pithe,"rice flour, ghee, coconut, jaggery",vegetarian,25,20,sweet,dessert,West Bengal,East
Poha,"Flattened rice, peanut, onion, curry leaves",vegetarian ,10,15,spicy ,breakfast,Maharashtra, West
Potol Posto,"pointed gourd, mustard oil, poppy seeds",vegetarian,15,20,savory,main course,West Bengal,East
Prawn 65,"prawn, curry leaves, spices, yogurt",non vegetarian,20,15,spicy,starter,Tamil Nadu,South
Prawn Balchao,"prawn, vinegar, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Prawn Bhapa,"prawn, mustard paste, coconut, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Bhuna,"prawn, onion, tomato, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Biryani,"prawn, rice, onion, spices, yogurt",non vegetarian,30,45,spicy,main course,Hyderabad,South
Prawn Caldine,"prawn, coconut milk, turmeric, spices",non vegetarian,20,30,mild,main course,Goa,West
Prawn Chaat,"prawn, onion, tomato, lemon juice",non vegetarian,10,10,tangy,snack,Mumbai,West
Prawn Chettinad,"prawn, coconut, pepper, spices",non vegetarian,20,35,spicy,main course,Tamil Nadu,South
Prawn Chop,"prawn, potato, spices, breadcrumbs",non vegetarian,20,15,spicy,snack,West Bengal,East
Prawn Chorchori,"prawn, vegetables, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Chowmein,"prawn, noodles, vegetables, sauces",non vegetarian,15,20,savory,main course,West Bengal,East
Prawn Chukka,"prawn, onion, chili, spices",non vegetarian,20,25,spicy,starter,Tamil Nadu,South
Prawn Curry,"prawn, onion, tomato, spices, oil",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Cutlet,"prawn, potato, breadcrumbs, spices",non vegetarian,20,15,savory,snack,West Bengal,East
Prawn Egg Fried Rice,"prawn, egg, rice, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Frankie,"prawn, roti, vegetables, sauce",non vegetarian,15,15,savory,snack,Maharashtra,West
Prawn Fried Rice,"prawn, rice, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Fried Rice,"prawn, capsicum, rice, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Gassi,"prawn, coconut, tamarind, spices",non vegetarian,20,35,spicy,main course,Karnataka,South
Prawn Hakka Noodles,"prawn, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Hakka Noodles,"prawn, capsicum, noodles, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Prawn Jhal,"prawn, mustard paste, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Prawn Kathi Roll,"prawn, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Prawn Kebab,"prawn, yogurt, spices, oil",non vegetarian,20,20,spicy,starter,Delhi,North
Prawn Keema,"prawn, onion, spices, herbs",non vegetarian,20,25,spicy,main course,Goa,West
Prawn Korma,"prawn, yogurt, onion, spices",non vegetarian,20,35,spicy,main course,Mughlai,North
Prawn Kosha,"prawn, onion, tomato, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Malai Curry,"prawn, coconut milk, onion, ginger",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Manchurian,"prawn, corn flour, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Prawn Masala,"prawn, onion, tomato, spices",non vegetarian,20,30,spicy,main course,Maharashtra,West
Prawn Moilee,"prawn, coconut milk, curry leaves",non vegetarian,20,30,mild,main course,Kerala,South
Prawn Momos,"prawn, flour, vegetables",non vegetarian,25,20,savory,snack,Sikkim,East
Prawn Pakora,"prawn, gram flour, spices, oil",non vegetarian,15,15,spicy,snack,Goa,West
Prawn Paturi,"prawn, mustard paste, banana leaf",non vegetarian,25,20,spicy,main course,West Bengal,East
Prawn Pepper Fry,"prawn, black pepper, onion, spices",non vegetarian,15,20,spicy,starter,Tamil Nadu,South
Prawn Pulao,"prawn, rice, onion, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Prawn Pulimunchi,"prawn, tamarind, chili, spices",non vegetarian,20,30,spicy,main course,Karnataka,South
Prawn Roast,"prawn, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Kerala,South
Prawn Roll,"prawn, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Prawn Saag,"prawn, spinach, onion, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Prawn Sandwich,"prawn, bread, butter, vegetables",non vegetarian,10,5,savory,snack,Goa,West
Prawn Spring Roll,"prawn, flour wrapper, vegetables",non vegetarian,25,15,savory,starter,Delhi,North
Prawn Stew,"prawn, coconut milk, potato, spices",non vegetarian,20,30,mild,main course,Kerala,South
Prawn Stuffed Paratha,"prawn, wheat flour, spices",non vegetarian,25,20,savory,breakfast,West Bengal,East
Prawn Sukka,"prawn, coconut, onion, spices",non vegetarian,20,30,spicy,main course,Goa,West
Prawn Theeyal,"prawn, roasted coconut, tamarind",non vegetarian,20,35,spicy,main course,Kerala,South
Prawn Thokku,"prawn, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Tamil Nadu,South
Prawn Tikka,"prawn, yogurt, spices, lemon juice",non vegetarian,20,20,spicy,starter,Punjab,North
Prawn Ularthiyathu,"prawn, coconut slices, spices",non vegetarian,20,30,spicy,main course,Kerala,South
Prawn Varuval,"prawn, curry leaves, chili, spices",non vegetarian,20,20,spicy,starter,Tamil Nadu,South
Prawn Vindaloo,"prawn, vinegar, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Prawn Xacuti,"prawn, coconut, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Puliyogare,"Rice, peanut, curry leaves,  red chilies",vegetarian ,15,20,tangy ,main course,Karnataka,South
Puliyogare,"rice, tamarind, peanut, ghee",vegetarian,15,20,tangy,main course,Karnataka,South
Puran Poli,"chana dal, ghee, jaggery, wheat flour",vegetarian,30,30,sweet,main course,Maharashtra,West
Puran Poli,"chana dal, jaggery, wheat flour, ghee",vegetarian,30,30,sweet,main course,Maharashtra,West
Rabri,"milk, sugar, saffron, cardamom powder",vegetarian,15,60,sweet,dessert,Uttar Pradesh,North
Rabri Malpua,"flour, milk, ghee, sugar syrup",vegetarian,25,30,sweet,dessert,Rajasthan,North
Ragda Pattice,"White peas, potato patties, peanut",vegetarian ,25,35,spicy,snack ,Maharashtra ,West
Rajbhog,"chhena, milk, sugar syrup, saffron",vegetarian,30,25,sweet,dessert,West Bengal,East
Rasgulla,"chhena, milk, sugar",vegetarian,30,20,sweet,dessert,West Bengal,East
Rasmalai,"chhena, milk, sugar, saffron",vegetarian,30,30,sweet,dessert,West Bengal,East
Rava Kesari,"semolina, ghee, sugar, saffron",vegetarian,10,20,sweet,dessert,Tamil Nadu,South
Sabudana Khichdi,"Sabudana (sago pearls), peanut, green chilies, lemon juice",vegetarian,20,20,spicy,main course,Maharashtra,West
Sabudana Vada,"Sabudana (sago pearls), peanut, boiled potatoes, green chilies",vegetarian,30,15,spicy,snack,Maharashtra,West
Sakkarai Pongal,"rice, ghee, jaggery, cardamom powder",vegetarian,15,30,sweet,dessert,Tamil Nadu,South
Sandesh,"chhena, milk, sugar, cardamom powder",vegetarian,25,15,sweet,dessert,West Bengal,East
Sarson Ka Saag,"mustard greens, butter, spices",vegetarian,20,45,savory,main course,Punjab,North
Sarson Ka Saag,"mustard leaves, mustard, spices",vegetarian,25,40,savory,main course,Punjab,North
Schezwan Fried Rice,"capsicum, rice, vegetables, schezwan sauce",vegetarian,15,20,spicy,main course,Delhi,North
Shahi Chicken Curry,"chicken, almond, cashew,  tomato",Non-vegetarian ,25,40,spicy,main course,Punjab,North
Shahi Kheer,"Rice, almond, milk, sugar",vegetarian ,15,35,sweet ,dessert ,Delhi,North
Shahi Kofta,"Paneer, almond, cashew, cream",vegetarian ,30,40,spicy,main course,Mughlai,North
Shahi Kofta,"paneer, milk, spices, tomato gravy",vegetarian,30,40,spicy,main course,Mughlai,North
Shahi Paneer,"Paneer, almond, onion, tomato",vegetarian ,20,30,spicy ,main course, Punjab ,North
Shahi Paneer,"paneer, cream, onion, milk",vegetarian,20,30,spicy,main course,Punjab,North
Shahi Paneer,"paneer, cream, onion, tomato",vegetarian,20,30,spicy,main course,Punjab,North
Shahi Tukda,"Bread, almond, milk,  ghee, pistachio",vegetarian ,20,30,sweet ,dessert ,Hyderabad,South
Shakarpara,"flour, ghee, sugar",vegetarian,15,20,sweet,snack,North India,North
Shami Kebab,"mutton, chana dal, spices",non vegetarian,30,25,spicy,starter,Uttar Pradesh,North
Sheer Khurma,"Vermicelli, almond, milk, ghee, pistachios",vegetarian ,20,30,sweet ,dessert ,Hyderabad,South
Sheera,"semolina, ghee, sugar, cardamom powder",vegetarian,10,20,sweet,dessert,Maharashtra,West
Shengdana Amti,"peanut, tamarind pulp, jaggery, red chili powder",vegetarian ,15,25,spicy ,main course,Maharashtra,West
Shengdana Chutney,"peanut, dried red chilies, cumin seeds, garlic",vegetarian,10,5,spicy,side dish,Maharashtra,West
Shengdana Usal,"peanut, onion, coconut, red chili powder",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Shorshe Bata Maach,"fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Shorshe Ilish,"fish, mustard paste, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Shrikhand,"yogurt, milk, cardamom powder, saffron",vegetarian,15,0,sweet,dessert,Gujarat,West
Shukto,"mustard, bitter gourd, vegetables, milk",vegetarian,20,30,bitter,main course,West Bengal,East
Sitabhog,"rice flour, ghee, sugar",vegetarian,20,20,sweet,dessert,West Bengal,East
Sooji Halwa,"semolina, ghee, sugar, cardamom powder",vegetarian,10,20,sweet,dessert,Delhi,North
Sorisa Baigana,"eggplant, mustard, spices",vegetarian,15,20,savory,main course,Odisha,East
Sorisa Bhendi,"okra, mustard, spices",vegetarian,15,20,savory,main course,Odisha,East
Sorisa Machha,"fish, mustard, spices",non vegetarian,20,25,spicy,main course,Odisha,East
Sorshe Chingri,"prawn, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Ilish,"hilsa fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Katla,"katla fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Koi,"koi fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Pabda,"pabda fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Parshe,"parshe fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Pomfret,"pomfret, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Rui,"rohu fish, mustard, green chili, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Sorshe Tangra,"tangra fish, mustard, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Stuffed Bell Pepper,"capsicum, rice, potato, spices",vegetarian,25,30,savory,main course,Punjab,North
Stuffed Bitter Gourd,"bitter gourd, onion, spices",vegetarian,25,35,bitter,main course,Punjab,North
Sutarfeni,"flour, ghee, sugar",vegetarian,20,20,sweet,dessert,Gujarat,West
Sweet Lassi,"yogurt, milk, sugar, cardamom powder",vegetarian,10,0,sweet,beverage,Punjab,North
Sweet Pongal,"rice, ghee, jaggery, cashew",vegetarian,15,30,sweet,dessert,Tamil Nadu,South
Tamarind Rice with Peanuts,"Rice, peanut, tamarind pulp, red chilies",vegetarian ,15,20,tangy ,main course,Andhra Pradesh,South
Tawa Pulao,"capsicum, rice, tomato, pav bhaji masala",vegetarian,15,20,spicy,main course,Maharashtra,West
Thekua,"wheat flour, ghee, jaggery",vegetarian,20,20,sweet,snack,Bihar,East
Til Peanut Ladoo,"Sesame seeds, peanut, jaggery, ghee",vegetarian ,15,15,Sweet ,dessert,Maharashtra,West
Tofu Chilli,"tofu, capsicum, onion, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Tomato Aloo Curry,"tomato, potato, cumin, spices",vegetarian,15,25,spicy,main course,Uttar Pradesh,North
Tomato Bath,"tomato, rice, onion, spices",vegetarian,15,25,spicy,main course,Karnataka,South
Tomato Bhaji,"tomato, onion, green chili, spices",vegetarian,10,20,spicy,side dish,Maharashtra,West
Tomato Bhajiya,"tomato, gram flour, chili, oil",vegetarian,15,15,spicy,snack,Gujarat,West
Tomato Bhat,"tomato, rice, onion, spices",vegetarian,15,25,spicy,main course,Karnataka,South
Tomato Bhel,"tomato, puffed rice, chutney, sev",vegetarian,10,0,tangy,snack,Maharashtra,West
Tomato Chaat,"tomato, onion, lemon juice, spices",vegetarian,10,0,tangy,snack,Delhi,North
Tomato Chokha,"tomato, mustard oil, onion, chili",vegetarian,15,15,spicy,side dish,Bihar,East
Tomato Chutney,"tomato, garlic, red chili, mustard seeds",vegetarian,10,15,spicy,side dish,Andhra Pradesh,South
Tomato Chutney,"tomato, mustard seeds, sugar",vegetarian,10,20,sweet,side dish,West Bengal,East
